local_id,order_index,raw_id,dataset_message_id,chat,topic,message_date,role,text_preview
"S0023","0","6052","5102","Vibemode","Баги и вопросы по API","2026-06-25T22:13:38+00:00","context","Очень хотелось бы страницу мониторинга, чтобы знать наверняка, какой API и какая модель работает, в идеале бы ещё по запросу списка моделей получать информацию о рабочих или не рабочих моделях"
"S0023","1","6062","5103","Vibemode","Баги и вопросы по API","2026-06-25T22:14:10+00:00","context","Чтобы в Hermes и подобных агентах fallback на другие модели делать нормально"
"S0023","2","6064","5113","Vibemode","Баги и вопросы по API","2026-06-25T22:14:19+00:00","context","постараемся"
"S0023","3","6069","5114","Vibemode","Баги и вопросы по API","2026-06-25T22:14:43+00:00","context","причем тут лимиты то? эти 2 дня у меня кодекс с обычно подпиской работает как всегда обычно. а апи провайдер думает ооочень долго. Я не наговариваю, я факт говорю"
"S0023","4","6070","5115","Vibemode","Баги и вопросы по API","2026-06-25T22:14:46+00:00","context","но чаще всего зависит не от нас, а чаще всего все сбои на стороне кого то, но мы обязательно подумаем над этим! Спасибо!"
"S0023","5","6071","5120","Vibemode","Баги и вопросы по API","2026-06-25T22:14:56+00:00","context","поинт какой"
"S0024","0","6062","5103","Vibemode","Баги и вопросы по API","2026-06-25T22:14:10+00:00","context","Чтобы в Hermes и подобных агентах fallback на другие модели делать нормально"
"S0024","1","6064","5113","Vibemode","Баги и вопросы по API","2026-06-25T22:14:19+00:00","context","постараемся"
"S0024","2","6069","5114","Vibemode","Баги и вопросы по API","2026-06-25T22:14:43+00:00","context","причем тут лимиты то? эти 2 дня у меня кодекс с обычно подпиской работает как всегда обычно. а апи провайдер думает ооочень долго. Я не наговариваю, я факт говорю"
"S0024","3","6070","5115","Vibemode","Баги и вопросы по API","2026-06-25T22:14:46+00:00","context","но чаще всего зависит не от нас, а чаще всего все сбои на стороне кого то, но мы обязательно подумаем над этим! Спасибо!"
"S0024","4","6071","5120","Vibemode","Баги и вопросы по API","2026-06-25T22:14:56+00:00","context","поинт какой"
"S0024","5","6078","5129","Vibemode","Баги и вопросы по API","2026-06-25T22:15:32+00:00","context","я уже добавил статус доступности моделей, пока в работе"
"S0025","0","6064","5113","Vibemode","Баги и вопросы по API","2026-06-25T22:14:19+00:00","context","постараемся"
"S0025","1","6069","5114","Vibemode","Баги и вопросы по API","2026-06-25T22:14:43+00:00","context","причем тут лимиты то? эти 2 дня у меня кодекс с обычно подпиской работает как всегда обычно. а апи провайдер думает ооочень долго. Я не наговариваю, я факт говорю"
"S0025","2","6070","5115","Vibemode","Баги и вопросы по API","2026-06-25T22:14:46+00:00","context","но чаще всего зависит не от нас, а чаще всего все сбои на стороне кого то, но мы обязательно подумаем над этим! Спасибо!"
"S0025","3","6071","5120","Vibemode","Баги и вопросы по API","2026-06-25T22:14:56+00:00","context","поинт какой"
"S0025","4","6078","5129","Vibemode","Баги и вопросы по API","2026-06-25T22:15:32+00:00","context","я уже добавил статус доступности моделей, пока в работе"
"S0025","5","6079","5130","Vibemode","Баги и вопросы по API","2026-06-25T22:15:43+00:00","context","Да, понимаю, потому и предлагаю. Ибо точек отказа достаточно много, потому любой реконнект уже вызывает панические атаки xD"
"S0026","0","6069","5114","Vibemode","Баги и вопросы по API","2026-06-25T22:14:43+00:00","context","причем тут лимиты то? эти 2 дня у меня кодекс с обычно подпиской работает как всегда обычно. а апи провайдер думает ооочень долго. Я не наговариваю, я факт говорю"
"S0026","1","6070","5115","Vibemode","Баги и вопросы по API","2026-06-25T22:14:46+00:00","context","но чаще всего зависит не от нас, а чаще всего все сбои на стороне кого то, но мы обязательно подумаем над этим! Спасибо!"
"S0026","2","6071","5120","Vibemode","Баги и вопросы по API","2026-06-25T22:14:56+00:00","context","поинт какой"
"S0026","3","6078","5129","Vibemode","Баги и вопросы по API","2026-06-25T22:15:32+00:00","context","я уже добавил статус доступности моделей, пока в работе"
"S0026","4","6079","5130","Vibemode","Баги и вопросы по API","2026-06-25T22:15:43+00:00","context","Да, понимаю, потому и предлагаю. Ибо точек отказа достаточно много, потому любой реконнект уже вызывает панические атаки xD"
"S0026","5","6094","5143","Vibemode","Баги и вопросы по API","2026-06-25T22:16:54+00:00","context","у нас работы очень много в последние дни, стараемся всё исправить и улучшить, но хорошие новости тоже будут"
"S0029","0","6078","5129","Vibemode","Баги и вопросы по API","2026-06-25T22:15:32+00:00","context","я уже добавил статус доступности моделей, пока в работе"
"S0029","1","6079","5130","Vibemode","Баги и вопросы по API","2026-06-25T22:15:43+00:00","context","Да, понимаю, потому и предлагаю. Ибо точек отказа достаточно много, потому любой реконнект уже вызывает панические атаки xD"
"S0029","2","6094","5143","Vibemode","Баги и вопросы по API","2026-06-25T22:16:54+00:00","context","у нас работы очень много в последние дни, стараемся всё исправить и улучшить, но хорошие новости тоже будут"
"S0029","3","6103","5144","Vibemode","Баги и вопросы по API","2026-06-25T22:17:17+00:00","context","Это уже крик души) Как в анекдоте - Как вспомню, въебать охота)))"
"S0029","4","6105","5154","Vibemode","Баги и вопросы по API","2026-06-25T22:17:29+00:00","context","Статус openai, тг чат, проверять свой vpn, проверять настройки самого инструмента, проверять автосжатие, в лк смотреть и ловить запросы, переключаться на другие модели, создавать новые чаты"
"S0029","5","6111","5160","Vibemode","Баги и вопросы по API","2026-06-25T22:18:15+00:00","context","Большое спасибо за вашу работу!  Если хоть чем-то можем помочь, только дайте знать"
"S0030","0","6079","5130","Vibemode","Баги и вопросы по API","2026-06-25T22:15:43+00:00","context","Да, понимаю, потому и предлагаю. Ибо точек отказа достаточно много, потому любой реконнект уже вызывает панические атаки xD"
"S0030","1","6094","5143","Vibemode","Баги и вопросы по API","2026-06-25T22:16:54+00:00","context","у нас работы очень много в последние дни, стараемся всё исправить и улучшить, но хорошие новости тоже будут"
"S0030","2","6103","5144","Vibemode","Баги и вопросы по API","2026-06-25T22:17:17+00:00","context","Это уже крик души) Как в анекдоте - Как вспомню, въебать охота)))"
"S0030","3","6105","5154","Vibemode","Баги и вопросы по API","2026-06-25T22:17:29+00:00","context","Статус openai, тг чат, проверять свой vpn, проверять настройки самого инструмента, проверять автосжатие, в лк смотреть и ловить запросы, переключаться на другие модели, создавать новые чаты"
"S0030","4","6111","5160","Vibemode","Баги и вопросы по API","2026-06-25T22:18:15+00:00","context","Большое спасибо за вашу работу!  Если хоть чем-то можем помочь, только дайте знать"
"S0030","5","6112","5161","Vibemode","Баги и вопросы по API","2026-06-25T22:18:49+00:00","context","Деньгами)) Покупай подписки))"
"S0031","0","6094","5143","Vibemode","Баги и вопросы по API","2026-06-25T22:16:54+00:00","context","у нас работы очень много в последние дни, стараемся всё исправить и улучшить, но хорошие новости тоже будут"
"S0031","1","6103","5144","Vibemode","Баги и вопросы по API","2026-06-25T22:17:17+00:00","context","Это уже крик души) Как в анекдоте - Как вспомню, въебать охота)))"
"S0031","2","6105","5154","Vibemode","Баги и вопросы по API","2026-06-25T22:17:29+00:00","context","Статус openai, тг чат, проверять свой vpn, проверять настройки самого инструмента, проверять автосжатие, в лк смотреть и ловить запросы, переключаться на другие модели, создавать новые чаты"
"S0031","3","6111","5160","Vibemode","Баги и вопросы по API","2026-06-25T22:18:15+00:00","context","Большое спасибо за вашу работу!  Если хоть чем-то можем помочь, только дайте знать"
"S0031","4","6112","5161","Vibemode","Баги и вопросы по API","2026-06-25T22:18:49+00:00","context","Деньгами)) Покупай подписки))"
"S0031","5","6113","5162","Vibemode","Баги и вопросы по API","2026-06-25T22:18:55+00:00","context","Предложения и фидбеки, вот что самое важное сейчас"
"S0032","0","6103","5144","Vibemode","Баги и вопросы по API","2026-06-25T22:17:17+00:00","context","Это уже крик души) Как в анекдоте - Как вспомню, въебать охота)))"
"S0032","1","6105","5154","Vibemode","Баги и вопросы по API","2026-06-25T22:17:29+00:00","context","Статус openai, тг чат, проверять свой vpn, проверять настройки самого инструмента, проверять автосжатие, в лк смотреть и ловить запросы, переключаться на другие модели, создавать новые чаты"
"S0032","2","6111","5160","Vibemode","Баги и вопросы по API","2026-06-25T22:18:15+00:00","context","Большое спасибо за вашу работу!  Если хоть чем-то можем помочь, только дайте знать"
"S0032","3","6112","5161","Vibemode","Баги и вопросы по API","2026-06-25T22:18:49+00:00","context","Деньгами)) Покупай подписки))"
"S0032","4","6113","5162","Vibemode","Баги и вопросы по API","2026-06-25T22:18:55+00:00","context","Предложения и фидбеки, вот что самое важное сейчас"
"S0032","5","6114","5163","Vibemode","Баги и вопросы по API","2026-06-25T22:20:13+00:00","context","Покупаю, друзей зову покупать)  Пока сомневаются, боятся, но рано или поздно прибегут)  Особенно с моделями Claude - сразу прискочат"
"S0033","0","6105","5154","Vibemode","Баги и вопросы по API","2026-06-25T22:17:29+00:00","context","Статус openai, тг чат, проверять свой vpn, проверять настройки самого инструмента, проверять автосжатие, в лк смотреть и ловить запросы, переключаться на другие модели, создавать новые чаты"
"S0033","1","6111","5160","Vibemode","Баги и вопросы по API","2026-06-25T22:18:15+00:00","context","Большое спасибо за вашу работу!  Если хоть чем-то можем помочь, только дайте знать"
"S0033","2","6112","5161","Vibemode","Баги и вопросы по API","2026-06-25T22:18:49+00:00","context","Деньгами)) Покупай подписки))"
"S0033","3","6113","5162","Vibemode","Баги и вопросы по API","2026-06-25T22:18:55+00:00","context","Предложения и фидбеки, вот что самое важное сейчас"
"S0033","4","6114","5163","Vibemode","Баги и вопросы по API","2026-06-25T22:20:13+00:00","context","Покупаю, друзей зову покупать)  Пока сомневаются, боятся, но рано или поздно прибегут)  Особенно с моделями Claude - сразу прискочат"
"S0033","5","6117","5166","Vibemode","Баги и вопросы по API","2026-06-25T22:21:37+00:00","context","да нам щас нужно исправить все что есть"
"S0034","0","6111","5160","Vibemode","Баги и вопросы по API","2026-06-25T22:18:15+00:00","context","Большое спасибо за вашу работу!  Если хоть чем-то можем помочь, только дайте знать"
"S0034","1","6112","5161","Vibemode","Баги и вопросы по API","2026-06-25T22:18:49+00:00","context","Деньгами)) Покупай подписки))"
"S0034","2","6113","5162","Vibemode","Баги и вопросы по API","2026-06-25T22:18:55+00:00","context","Предложения и фидбеки, вот что самое важное сейчас"
"S0034","3","6114","5163","Vibemode","Баги и вопросы по API","2026-06-25T22:20:13+00:00","context","Покупаю, друзей зову покупать)  Пока сомневаются, боятся, но рано или поздно прибегут)  Особенно с моделями Claude - сразу прискочат"
"S0034","4","6117","5166","Vibemode","Баги и вопросы по API","2026-06-25T22:21:37+00:00","context","да нам щас нужно исправить все что есть"
"S0034","5","6118","5167","Vibemode","Баги и вопросы по API","2026-06-25T22:21:45+00:00","context","я тут еще с Gemini ковыряюсь"
"S0035","0","6112","5161","Vibemode","Баги и вопросы по API","2026-06-25T22:18:49+00:00","context","Деньгами)) Покупай подписки))"
"S0035","1","6113","5162","Vibemode","Баги и вопросы по API","2026-06-25T22:18:55+00:00","context","Предложения и фидбеки, вот что самое важное сейчас"
"S0035","2","6114","5163","Vibemode","Баги и вопросы по API","2026-06-25T22:20:13+00:00","context","Покупаю, друзей зову покупать)  Пока сомневаются, боятся, но рано или поздно прибегут)  Особенно с моделями Claude - сразу прискочат"
"S0035","3","6117","5166","Vibemode","Баги и вопросы по API","2026-06-25T22:21:37+00:00","context","да нам щас нужно исправить все что есть"
"S0035","4","6118","5167","Vibemode","Баги и вопросы по API","2026-06-25T22:21:45+00:00","context","я тут еще с Gemini ковыряюсь"
"S0035","5","6120","5169","Vibemode","Баги и вопросы по API","2026-06-25T22:22:46+00:00","context","О, если распознавание речи прикрутите - цены вам не будет"
"S0036","0","6113","5162","Vibemode","Баги и вопросы по API","2026-06-25T22:18:55+00:00","context","Предложения и фидбеки, вот что самое важное сейчас"
"S0036","1","6114","5163","Vibemode","Баги и вопросы по API","2026-06-25T22:20:13+00:00","context","Покупаю, друзей зову покупать)  Пока сомневаются, боятся, но рано или поздно прибегут)  Особенно с моделями Claude - сразу прискочат"
"S0036","2","6117","5166","Vibemode","Баги и вопросы по API","2026-06-25T22:21:37+00:00","context","да нам щас нужно исправить все что есть"
"S0036","3","6118","5167","Vibemode","Баги и вопросы по API","2026-06-25T22:21:45+00:00","context","я тут еще с Gemini ковыряюсь"
"S0036","4","6120","5169","Vibemode","Баги и вопросы по API","2026-06-25T22:22:46+00:00","context","О, если распознавание речи прикрутите - цены вам не будет"
"S0036","5","6125","5174","Vibemode","Баги и вопросы по API","2026-06-25T22:24:21+00:00","context","Тоже самое в лк 30-90сек на запрос. До обновления сегодняшнего было 10-30"
"S0047","0","6151","5200","Vibemode","Баги и вопросы по API","2026-06-25T22:46:55+00:00","context","На улицу красных фонарей, делать бум бум"
"S0047","1","6152","5201","Vibemode","Баги и вопросы по API","2026-06-25T22:47:23+00:00","context","главное бум бум с трансом не сделать"
"S0047","2","6153","5202","Vibemode","Баги и вопросы по API","2026-06-25T22:47:49+00:00","context","хотя нет"
"S0047","3","6154","5203","Vibemode","Баги и вопросы по API","2026-06-25T22:47:55+00:00","context","это же вьетнам"
"S0047","4","6155","5204","Vibemode","Баги и вопросы по API","2026-06-25T22:47:59+00:00","context","а не таиланд"
"S0047","5","6159","5209","Vibemode","Баги и вопросы по API","2026-06-25T22:50:35+00:00","context","Как говорится, если деньги уже уплочены, че поделать)))"
"S0048","0","6152","5201","Vibemode","Баги и вопросы по API","2026-06-25T22:47:23+00:00","context","главное бум бум с трансом не сделать"
"S0048","1","6153","5202","Vibemode","Баги и вопросы по API","2026-06-25T22:47:49+00:00","context","хотя нет"
"S0048","2","6154","5203","Vibemode","Баги и вопросы по API","2026-06-25T22:47:55+00:00","context","это же вьетнам"
"S0048","3","6155","5204","Vibemode","Баги и вопросы по API","2026-06-25T22:47:59+00:00","context","а не таиланд"
"S0048","4","6159","5209","Vibemode","Баги и вопросы по API","2026-06-25T22:50:35+00:00","context","Как говорится, если деньги уже уплочены, че поделать)))"
"S0048","5","6162","5211","Vibemode","Баги и вопросы по API","2026-06-25T22:53:11+00:00","context","Дананг"
"S0049","0","6153","5202","Vibemode","Баги и вопросы по API","2026-06-25T22:47:49+00:00","context","хотя нет"
"S0049","1","6154","5203","Vibemode","Баги и вопросы по API","2026-06-25T22:47:55+00:00","context","это же вьетнам"
"S0049","2","6155","5204","Vibemode","Баги и вопросы по API","2026-06-25T22:47:59+00:00","context","а не таиланд"
"S0049","3","6159","5209","Vibemode","Баги и вопросы по API","2026-06-25T22:50:35+00:00","context","Как говорится, если деньги уже уплочены, че поделать)))"
"S0049","4","6162","5211","Vibemode","Баги и вопросы по API","2026-06-25T22:53:11+00:00","context","Дананг"
"S0049","5","6164","5213","Vibemode","Баги и вопросы по API","2026-06-25T22:54:32+00:00","context","А нам с женой не зашёл дня 4-5 потусили и уехали"
"S0050","0","6154","5203","Vibemode","Баги и вопросы по API","2026-06-25T22:47:55+00:00","context","это же вьетнам"
"S0050","1","6155","5204","Vibemode","Баги и вопросы по API","2026-06-25T22:47:59+00:00","context","а не таиланд"
"S0050","2","6159","5209","Vibemode","Баги и вопросы по API","2026-06-25T22:50:35+00:00","context","Как говорится, если деньги уже уплочены, че поделать)))"
"S0050","3","6162","5211","Vibemode","Баги и вопросы по API","2026-06-25T22:53:11+00:00","context","Дананг"
"S0050","4","6164","5213","Vibemode","Баги и вопросы по API","2026-06-25T22:54:32+00:00","context","А нам с женой не зашёл дня 4-5 потусили и уехали"
"S0050","5","6166","5215","Vibemode","Баги и вопросы по API","2026-06-25T22:55:30+00:00","context","ну мы туда ЛЕТИМ"
"S0051","0","6155","5204","Vibemode","Баги и вопросы по API","2026-06-25T22:47:59+00:00","context","а не таиланд"
"S0051","1","6159","5209","Vibemode","Баги и вопросы по API","2026-06-25T22:50:35+00:00","context","Как говорится, если деньги уже уплочены, че поделать)))"
"S0051","2","6162","5211","Vibemode","Баги и вопросы по API","2026-06-25T22:53:11+00:00","context","Дананг"
"S0051","3","6164","5213","Vibemode","Баги и вопросы по API","2026-06-25T22:54:32+00:00","context","А нам с женой не зашёл дня 4-5 потусили и уехали"
