context_window_id,anchor_lab_message_id,attached_lab_message_id,anchor_raw_id,attached_raw_id,attached_route,attach_reason,preview
ctx-38e6938e6679,msg-02547,msg-02548,23057,23056,CONTEXT_ONLY,corroborating_context_window,"К сожалению, пока что да"
ctx-38e6938e6679,msg-02547,msg-02546,23057,23058,CONTEXT_ONLY,corroborating_context_window,Да. Аккаунты помечены. Кто-то жулик
ctx-38e6938e6679,msg-02547,msg-02534,23057,23070,CONTEXT_ONLY,corroborating_context_window,надо сделать так
ctx-901def5e3d5e,msg-00015,msg-00060,25736,25692,CONTEXT_ONLY,corroborating_context_window,"подскажите пжслта, а замедление работы через кодекс.апп еще актуально? или искать проблему у себя локально"
ctx-901def5e3d5e,msg-00015,msg-00038,25736,25714,CONTEXT_ONLY,corroborating_context_window,актуально
ctx-901def5e3d5e,msg-00015,msg-00028,25736,25723,CONTEXT_ONLY,corroborating_context_window,в дроиде нет такой проблемы или это в целом касается моделей open.ai?
ctx-901def5e3d5e,msg-00015,msg-00005,25736,25748,CONTEXT_ONLY,corroborating_context_window,"печально, на нем и сижу. Ну ладно, будем ждать решения проблемы"
ctx-588d82a81b5f,msg-19387,msg-19392,4387,4382,CONTEXT_ONLY,corroborating_context_window,сук как я заебался с этим медленным кодексом
ctx-588d82a81b5f,msg-19387,msg-19391,4387,4383,CONTEXT_ONLY,corroborating_context_window,чё делать
ctx-588d82a81b5f,msg-19387,msg-19390,4387,4384,CONTEXT_ONLY,corroborating_context_window,переходить на Droid?
ctx-588d82a81b5f,msg-19387,msg-19389,4387,4385,CONTEXT_ONLY,corroborating_context_window,или ждать пока починят
ctx-588d82a81b5f,msg-19387,msg-19388,4387,4386,CONTEXT_ONLY,corroborating_context_window,дроид
ctx-588d82a81b5f,msg-19387,msg-19385,4387,4389,CONTEXT_ONLY,corroborating_context_window,в droid можно сразу все проекты и чаты без заёбов перенести из codex?
ctx-588d82a81b5f,msg-19387,msg-19382,4387,4394,CONTEXT_ONLY,corroborating_context_window,да ему дать задачу он перетянет
ctx-07676e0a2c4c,msg-18307,msg-18306,5760,5762,CONTEXT_ONLY,corroborating_context_window,ну там неактивно в доках плашка клод кода
ctx-07676e0a2c4c,msg-18307,msg-18305,5760,5763,CONTEXT_ONLY,corroborating_context_window,"всм, я в видео по инструкции делал"
ctx-07676e0a2c4c,msg-18307,msg-18304,5760,5764,CONTEXT_ONLY,corroborating_context_window,а ну в новом лк мб да
ctx-07676e0a2c4c,msg-18307,msg-18303,5760,5766,CONTEXT_ONLY,corroborating_context_window,Вот я по видео инструкции тут делал в старом портале
ctx-07676e0a2c4c,msg-18307,msg-18302,5760,5767,CONTEXT_ONLY,corroborating_context_window,"в старом понятно, я про новый"
ctx-07676e0a2c4c,msg-18307,msg-18301,5760,5768,CONTEXT_ONLY,corroborating_context_window,ну про новый над пофиксить
ctx-7b0ad4023426,msg-16887,msg-16868,7352,7371,CONTEXT_ONLY,corroborating_context_window,Товарищ спрашивает есть ли тут антропик? С Клодом работаем? )
ctx-7b0ad4023426,msg-16887,msg-16844,7352,7397,CONTEXT_ONLY,corroborating_context_window,Пока нет(
ctx-6334303dc015,msg-09668,msg-09677,15320,15306,CONTEXT_ONLY,corroborating_context_window,"Лул, я за 40 минут до падения решил пойти поспать и не прогадал."
ctx-6334303dc015,msg-09668,msg-09674,15320,15312,CONTEXT_ONLY,corroborating_context_window,"повезло тебе, а я каждые пару часиков захожу в надежде заработало :("
ctx-6334303dc015,msg-09668,msg-09673,15320,15313,CONTEXT_ONLY,corroborating_context_window,"ну теперь и я буду, а то сраки сроки горят"
ctx-6334303dc015,msg-09668,msg-09672,15320,15314,CONTEXT_ONLY,corroborating_context_window,"эх, у кого что"
ctx-6334303dc015,msg-09668,msg-09671,15320,15315,CONTEXT_ONLY,corroborating_context_window,у меня например как раз то что ты первое писал :D
ctx-6334303dc015,msg-09668,msg-09670,15320,15317,CONTEXT_ONLY,corroborating_context_window,В такие моменты я включаю ютуб и деградирую
ctx-6334303dc015,msg-09668,msg-09669,15320,15318,CONTEXT_ONLY,corroborating_context_window,я эт и делаю в данныый момент
ctx-6334303dc015,msg-09668,msg-09667,15320,15321,CONTEXT_ONLY,corroborating_context_window,кто нить юзает этот сайт для поиска скилов?
ctx-a5bea5287f83,msg-09476,msg-09487,15523,15510,CONTEXT_ONLY,corroborating_context_window,"Всем привет! Крайне тупая история вышла. Я посмотрел всё, оно работало и я с чистой совестью пошел спать. Но я не учёл, что провайдер требует наличия средств на счету на всю неделю"
ctx-a5bea5287f83,msg-09476,msg-09485,15523,15511,CONTEXT_ONLY,corroborating_context_window,Эх
ctx-a5bea5287f83,msg-09476,msg-09484,15523,15513,CONTEXT_ONLY,corroborating_context_window,Как жаль
ctx-a5bea5287f83,msg-09476,msg-09483,15523,15514,CONTEXT_ONLY,corroborating_context_window,"да ладно, отдыхал поди вчера"
ctx-a5bea5287f83,msg-09476,msg-09477,15523,15522,CONTEXT_ONLY,corroborating_context_window,"Это, наверное, самая тупая причина в моей жизни 🫠"
ctx-a5bea5287f83,msg-09476,msg-09475,15523,15525,CONTEXT_ONLY,corroborating_context_window,че та не пойму
ctx-a5bea5287f83,msg-09476,msg-09474,15523,15526,CONTEXT_ONLY,corroborating_context_window,"ну, крутой сервис, что честно признались в такой ошибке, вызывает уважение и ❤️"
ctx-a5bea5287f83,msg-09476,msg-09473,15523,15527,CONTEXT_ONLY,corroborating_context_window,"Сейчас гляну, мб что не поднялось"
ctx-a5bea5287f83,msg-09476,msg-09472,15523,15528,CONTEXT_ONLY,corroborating_context_window,в аккаунт зайти не могу пишет пароль неверный хотя не менял
ctx-a5bea5287f83,msg-09476,msg-09471,15523,15529,CONTEXT_ONLY,corroborating_context_window,Вошел сейчас в акк через r-portal
ctx-553f6ed15092,msg-07977,msg-07976,17202,17203,CONTEXT_ONLY,corroborating_context_window,"А, понял 🙂"
ctx-553f6ed15092,msg-07977,msg-07974,17202,17226,CONTEXT_ONLY,corroborating_context_window,"Что юзаете для работы с агентами? Хочется инструмент, в котором удобно было бы держать несколько проектов и по несколько сессий в каждом проекте. Пока все это делаю в windows termi"
ctx-c18ffd2fe41e,msg-06839,msg-06862,18398,18375,CONTEXT_ONLY,corroborating_context_window,А звание где?
ctx-c18ffd2fe41e,msg-06839,msg-06858,18398,18378,CONTEXT_ONLY,corroborating_context_window,Просто не откалиброван
ctx-c18ffd2fe41e,msg-06839,msg-06851,18398,18386,CONTEXT_ONLY,corroborating_context_window,А он чет не увеличивается
ctx-c18ffd2fe41e,msg-06839,msg-06849,18398,18388,CONTEXT_ONLY,corroborating_context_window,"10 побед надо и звание откроется, если в мм играть"
ctx-c18ffd2fe41e,msg-06839,msg-06846,18398,18391,CONTEXT_ONLY,corroborating_context_window,Дык тебе нужно 10 побед подряд ))
ctx-c18ffd2fe41e,msg-06839,msg-06845,18398,18392,CONTEXT_ONLY,corroborating_context_window,не подряд же
ctx-c18ffd2fe41e,msg-06839,msg-06844,18398,18393,CONTEXT_ONLY,corroborating_context_window,"Ну, чтобы быстрее повысится, лучше подряд ))"
ctx-c18ffd2fe41e,msg-06839,msg-06843,18398,18394,CONTEXT_ONLY,corroborating_context_window,не в обычных матчах победы?
ctx-c18ffd2fe41e,msg-06839,msg-06842,18398,18395,CONTEXT_ONLY,corroborating_context_window,матчмейкинг
ctx-c18ffd2fe41e,msg-06839,msg-06840,18398,18397,CONTEXT_ONLY,corroborating_context_window,А это где на коротком поле?
ctx-c18ffd2fe41e,msg-06839,msg-06838,18398,18399,CONTEXT_ONLY,corroborating_context_window,Вот это я имел в виду
ctx-c18ffd2fe41e,msg-06839,msg-06836,18398,18401,CONTEXT_ONLY,corroborating_context_window,Короче мы поняли звание - в районе Сильвера)
ctx-c18ffd2fe41e,msg-06839,msg-06832,18398,18405,CONTEXT_ONLY,corroborating_context_window,Ща сделаем закончу игру)))
ctx-c18ffd2fe41e,msg-06839,msg-06804,18398,18434,CONTEXT_ONLY,corroborating_context_window,А че за там кстати за рейд банов ?
ctx-9d82818bc4ed,msg-05642,msg-05664,19672,19650,CONTEXT_ONLY,corroborating_context_window,Чивоооо
ctx-9d82818bc4ed,msg-05642,msg-05662,19672,19652,CONTEXT_ONLY,corroborating_context_window,С 1.5 кв устраивали деревня на деревню гг
ctx-9d82818bc4ed,msg-05642,msg-05649,19672,19665,CONTEXT_ONLY,corroborating_context_window,"У меня одного gpt тормозит? Уже минут 7 в режиме ""Думаю"""
ctx-9d82818bc4ed,msg-05642,msg-05635,19672,19678,NEEDS_ENRICHMENT,corroborating_context_window,У меня https://api.vibemod.pro/v1 стоит и VPN
ctx-9d82818bc4ed,msg-05642,msg-05631,19672,19683,CONTEXT_ONLY,corroborating_context_window,CF может с некоторыми ВПН нестабильно работать
ctx-9d82818bc4ed,msg-05642,msg-05613,19672,19701,CONTEXT_ONLY,corroborating_context_window,"У меня свой сервер через Hiddify - им последние 1,5 месяца через ваш сервис работаю проблем не было"
ctx-9d82818bc4ed,msg-05642,msg-05611,19672,19703,REVIEW_HIGH_RECALL,corroborating_context_window,а нафиг тогда нужен api? если всегда говоришь на r-api переходить?)))
ctx-9d82818bc4ed,msg-05642,msg-05597,19672,19718,CONTEXT_ONLY,corroborating_context_window,Так у нас CF не было
ctx-9d82818bc4ed,msg-05642,msg-05590,19672,19723,REVIEW_HIGH_RECALL,corroborating_context_window,Для тех кто вне РФ api будет стабильнее
ctx-9d82818bc4ed,msg-05642,msg-05585,19672,19731,CONTEXT_ONLY,corroborating_context_window,это что?
ctx-9d82818bc4ed,msg-05642,msg-05571,19672,19744,CONTEXT_ONLY,corroborating_context_window,cloudflare
ctx-3d88d1e06362,msg-05635,msg-05664,19678,19650,CONTEXT_ONLY,corroborating_context_window,Чивоооо
ctx-3d88d1e06362,msg-05635,msg-05662,19678,19652,CONTEXT_ONLY,corroborating_context_window,С 1.5 кв устраивали деревня на деревню гг
ctx-3d88d1e06362,msg-05635,msg-05649,19678,19665,CONTEXT_ONLY,corroborating_context_window,"У меня одного gpt тормозит? Уже минут 7 в режиме ""Думаю"""
ctx-3d88d1e06362,msg-05635,msg-05642,19678,19672,REVIEW_HIGH_RECALL,corroborating_context_window,"r-api переключи, скорее всего в этом проблема"
ctx-3d88d1e06362,msg-05635,msg-05631,19678,19683,CONTEXT_ONLY,corroborating_context_window,CF может с некоторыми ВПН нестабильно работать
ctx-3d88d1e06362,msg-05635,msg-05613,19678,19701,CONTEXT_ONLY,corroborating_context_window,"У меня свой сервер через Hiddify - им последние 1,5 месяца через ваш сервис работаю проблем не было"
ctx-3d88d1e06362,msg-05635,msg-05611,19678,19703,REVIEW_HIGH_RECALL,corroborating_context_window,а нафиг тогда нужен api? если всегда говоришь на r-api переходить?)))
ctx-3d88d1e06362,msg-05635,msg-05597,19678,19718,CONTEXT_ONLY,corroborating_context_window,Так у нас CF не было
ctx-3d88d1e06362,msg-05635,msg-05590,19678,19723,REVIEW_HIGH_RECALL,corroborating_context_window,Для тех кто вне РФ api будет стабильнее
ctx-3d88d1e06362,msg-05635,msg-05585,19678,19731,CONTEXT_ONLY,corroborating_context_window,это что?
ctx-3d88d1e06362,msg-05635,msg-05571,19678,19744,CONTEXT_ONLY,corroborating_context_window,cloudflare
ctx-52dea47ef8a4,msg-05611,msg-05664,19703,19650,CONTEXT_ONLY,corroborating_context_window,Чивоооо
ctx-52dea47ef8a4,msg-05611,msg-05662,19703,19652,CONTEXT_ONLY,corroborating_context_window,С 1.5 кв устраивали деревня на деревню гг
ctx-52dea47ef8a4,msg-05611,msg-05649,19703,19665,CONTEXT_ONLY,corroborating_context_window,"У меня одного gpt тормозит? Уже минут 7 в режиме ""Думаю"""
ctx-52dea47ef8a4,msg-05611,msg-05642,19703,19672,REVIEW_HIGH_RECALL,corroborating_context_window,"r-api переключи, скорее всего в этом проблема"
ctx-52dea47ef8a4,msg-05611,msg-05635,19703,19678,NEEDS_ENRICHMENT,corroborating_context_window,У меня https://api.vibemod.pro/v1 стоит и VPN
ctx-52dea47ef8a4,msg-05611,msg-05631,19703,19683,CONTEXT_ONLY,corroborating_context_window,CF может с некоторыми ВПН нестабильно работать
ctx-52dea47ef8a4,msg-05611,msg-05613,19703,19701,CONTEXT_ONLY,corroborating_context_window,"У меня свой сервер через Hiddify - им последние 1,5 месяца через ваш сервис работаю проблем не было"
ctx-52dea47ef8a4,msg-05611,msg-05597,19703,19718,CONTEXT_ONLY,corroborating_context_window,Так у нас CF не было
ctx-52dea47ef8a4,msg-05611,msg-05590,19703,19723,REVIEW_HIGH_RECALL,corroborating_context_window,Для тех кто вне РФ api будет стабильнее
ctx-52dea47ef8a4,msg-05611,msg-05585,19703,19731,CONTEXT_ONLY,corroborating_context_window,это что?
ctx-52dea47ef8a4,msg-05611,msg-05571,19703,19744,CONTEXT_ONLY,corroborating_context_window,cloudflare
ctx-d4db7753aebb,msg-05590,msg-05664,19723,19650,CONTEXT_ONLY,corroborating_context_window,Чивоооо
ctx-d4db7753aebb,msg-05590,msg-05662,19723,19652,CONTEXT_ONLY,corroborating_context_window,С 1.5 кв устраивали деревня на деревню гг
ctx-d4db7753aebb,msg-05590,msg-05649,19723,19665,CONTEXT_ONLY,corroborating_context_window,"У меня одного gpt тормозит? Уже минут 7 в режиме ""Думаю"""
ctx-d4db7753aebb,msg-05590,msg-05642,19723,19672,REVIEW_HIGH_RECALL,corroborating_context_window,"r-api переключи, скорее всего в этом проблема"
ctx-d4db7753aebb,msg-05590,msg-05635,19723,19678,NEEDS_ENRICHMENT,corroborating_context_window,У меня https://api.vibemod.pro/v1 стоит и VPN
ctx-d4db7753aebb,msg-05590,msg-05631,19723,19683,CONTEXT_ONLY,corroborating_context_window,CF может с некоторыми ВПН нестабильно работать
ctx-d4db7753aebb,msg-05590,msg-05613,19723,19701,CONTEXT_ONLY,corroborating_context_window,"У меня свой сервер через Hiddify - им последние 1,5 месяца через ваш сервис работаю проблем не было"
ctx-d4db7753aebb,msg-05590,msg-05611,19723,19703,REVIEW_HIGH_RECALL,corroborating_context_window,а нафиг тогда нужен api? если всегда говоришь на r-api переходить?)))
ctx-d4db7753aebb,msg-05590,msg-05597,19723,19718,CONTEXT_ONLY,corroborating_context_window,Так у нас CF не было
ctx-d4db7753aebb,msg-05590,msg-05585,19723,19731,CONTEXT_ONLY,corroborating_context_window,это что?
ctx-d4db7753aebb,msg-05590,msg-05571,19723,19744,CONTEXT_ONLY,corroborating_context_window,cloudflare
ctx-fc2d35b36b96,msg-05452,msg-05450,19871,19873,CONTEXT_ONLY,corroborating_context_window,почему нет яндекс AI?
ctx-fc2d35b36b96,msg-05452,msg-05445,19871,19878,CONTEXT_ONLY,corroborating_context_window,Алису?)
ctx-fc2d35b36b96,msg-05452,msg-05424,19871,19887,CONTEXT_ONLY,corroborating_context_window,да
ctx-d01e76383b37,msg-18672,msg-18676,5265,5260,CONTEXT_ONLY,corroborating_context_window,"Ну это как норм использование эпла, Гугла Ну и можно продолжить с опенай и антропики"
ctx-d01e76383b37,msg-18672,msg-18675,5265,5262,CONTEXT_ONLY,corroborating_context_window,мы об одном он о другом
ctx-d01e76383b37,msg-18672,msg-18671,5265,5266,CONTEXT_ONLY,corroborating_context_window,клауда увы нету
ctx-505460a69461,msg-18656,msg-18660,5281,5276,CONTEXT_ONLY,corroborating_context_window,мокап данные?
ctx-505460a69461,msg-18656,msg-18659,5281,5278,CONTEXT_ONLY,corroborating_context_window,@GofMan5
ctx-505460a69461,msg-18656,msg-18657,5281,5280,CONTEXT_ONLY,corroborating_context_window,а хуй знает
ctx-505460a69461,msg-18656,msg-18655,5281,5282,CONTEXT_ONLY,corroborating_context_window,ты сам юзал? или прост рефку кинул чтобы пополнится на хаялву
ctx-505460a69461,msg-18656,msg-18654,5281,5283,CONTEXT_ONLY,corroborating_context_window,о
ctx-505460a69461,msg-18656,msg-18653,5281,5284,CONTEXT_ONLY,corroborating_context_window,кайф
ctx-505460a69461,msg-18656,msg-18652,5281,5285,CONTEXT_ONLY,corroborating_context_window,пасиба
ctx-505460a69461,msg-18656,msg-18651,5281,5286,CONTEXT_ONLY,corroborating_context_window,много отзывов видел ибо популярный сервис
ctx-505460a69461,msg-18656,msg-18650,5281,5287,CONTEXT_ONLY,corroborating_context_window,ну так юзал или нет
ctx-505460a69461,msg-18656,msg-18649,5281,5288,CONTEXT_ONLY,corroborating_context_window,не юзал
ctx-505460a69461,msg-18656,msg-18644,5281,5293,CONTEXT_ONLY,corroborating_context_window,Кто успел - тот успел
ctx-505460a69461,msg-18656,msg-18641,5281,5296,CONTEXT_ONLY,corroborating_context_window,успел)
ctx-505460a69461,msg-18656,msg-18640,5281,5297,CONTEXT_ONLY,corroborating_context_window,THDX
ctx-d50d6e6ff6f3,msg-17587,msg-17586,6616,6617,CONTEXT_ONLY,corroborating_context_window,Доброе утро чатикс
ctx-6d61f4acbdd2,msg-17173,msg-17188,7053,7038,CONTEXT_ONLY,corroborating_context_window,Ну 5.6 Pro доступ есть хотя бы (для Pro подписчиков)
ctx-6d61f4acbdd2,msg-17173,msg-17172,7053,7054,CONTEXT_ONLY,corroborating_context_window,у меня подписка про :(
ctx-6d61f4acbdd2,msg-17173,msg-17170,7053,7056,CONTEXT_ONLY,corroborating_context_window,на долго лимитов хватает?
ctx-6d61f4acbdd2,msg-17173,msg-17167,7053,7059,CONTEXT_ONLY,corroborating_context_window,про 5х нет
ctx-6d61f4acbdd2,msg-17173,msg-17164,7053,7062,CONTEXT_ONLY,corroborating_context_window,вообще нет
ctx-6d61f4acbdd2,msg-17173,msg-17162,7053,7064,CONTEXT_ONLY,corroborating_context_window,в недельный лимит ухожу быстро
ctx-6d61f4acbdd2,msg-17173,msg-17160,7053,7066,CONTEXT_ONLY,corroborating_context_window,это за сколько?
ctx-6d61f4acbdd2,msg-17173,msg-17159,7053,7067,CONTEXT_ONLY,corroborating_context_window,буду брать про 20х
ctx-6d61f4acbdd2,msg-17173,msg-17156,7053,7070,CONTEXT_ONLY,corroborating_context_window,я думал брать. и передумываю .ахах
ctx-6d61f4acbdd2,msg-17173,msg-17151,7053,7075,CONTEXT_ONLY,corroborating_context_window,"Если дохуя вайбкодишь или вайбкодишь немного но проект огромный, даже 5х не помогает"
ctx-6d61f4acbdd2,msg-17173,msg-17147,7053,7077,CONTEXT_ONLY,corroborating_context_window,раньше брал 3 подписки по 20 . и хватало
ctx-d39d64e89b2e,msg-17144,msg-17170,7083,7056,CONTEXT_ONLY,corroborating_context_window,на долго лимитов хватает?
ctx-d39d64e89b2e,msg-17144,msg-17167,7083,7059,CONTEXT_ONLY,corroborating_context_window,про 5х нет
ctx-d39d64e89b2e,msg-17144,msg-17164,7083,7062,CONTEXT_ONLY,corroborating_context_window,вообще нет
ctx-d39d64e89b2e,msg-17144,msg-17162,7083,7064,CONTEXT_ONLY,corroborating_context_window,в недельный лимит ухожу быстро
ctx-d39d64e89b2e,msg-17144,msg-17160,7083,7066,CONTEXT_ONLY,corroborating_context_window,это за сколько?
ctx-d39d64e89b2e,msg-17144,msg-17159,7083,7067,CONTEXT_ONLY,corroborating_context_window,буду брать про 20х
ctx-d39d64e89b2e,msg-17144,msg-17156,7083,7070,CONTEXT_ONLY,corroborating_context_window,я думал брать. и передумываю .ахах
ctx-d39d64e89b2e,msg-17144,msg-17151,7083,7075,CONTEXT_ONLY,corroborating_context_window,"Если дохуя вайбкодишь или вайбкодишь немного но проект огромный, даже 5х не помогает"
ctx-d39d64e89b2e,msg-17144,msg-17147,7083,7077,CONTEXT_ONLY,corroborating_context_window,раньше брал 3 подписки по 20 . и хватало
ctx-d39d64e89b2e,msg-17144,msg-17145,7083,7081,CONTEXT_ONLY,corroborating_context_window,+-
ctx-d39d64e89b2e,msg-17144,msg-17142,7083,7085,CONTEXT_ONLY,corroborating_context_window,но это всё хуйня
ctx-d39d64e89b2e,msg-17144,msg-17140,7083,7087,CONTEXT_ONLY,corroborating_context_window,я заебался переключаться
ctx-d39d64e89b2e,msg-17144,msg-17137,7083,7090,CONTEXT_ONLY,corroborating_context_window,20$? 20 rub? 20 btc?
ctx-d39d64e89b2e,msg-17144,msg-17136,7083,7091,CONTEXT_ONLY,corroborating_context_window,20$
ctx-d39d64e89b2e,msg-17144,msg-17131,7083,7096,CONTEXT_ONLY,corroborating_context_window,ебать
ctx-d39d64e89b2e,msg-17144,msg-17130,7083,7097,CONTEXT_ONLY,corroborating_context_window,тогда абуз был что ли?
ctx-d39d64e89b2e,msg-17144,msg-17128,7083,7099,CONTEXT_ONLY,corroborating_context_window,или ты про GPT plus?
ctx-d39d64e89b2e,msg-17144,msg-17127,7083,7100,CONTEXT_ONLY,corroborating_context_window,раньше хватало
ctx-d39d64e89b2e,msg-17144,msg-17124,7083,7103,CONTEXT_ONLY,corroborating_context_window,а
ctx-d39d64e89b2e,msg-17144,msg-17125,7083,7102,CONTEXT_ONLY,corroborating_context_window,про плюсы
ctx-0c86264afc47,msg-16369,msg-16368,7909,7910,CONTEXT_ONLY,corroborating_context_window,Смысл делать ии если его не могут использовать
ctx-0c86264afc47,msg-16369,msg-16367,7909,7911,CONTEXT_ONLY,corroborating_context_window,дико согласен
ctx-0c86264afc47,msg-16369,msg-16366,7909,7912,CONTEXT_ONLY,corroborating_context_window,Это как открыть прак но вход только охране
ctx-be1bc890e45a,msg-16351,msg-16352,7914,7913,MANUAL_REVIEW,corroborating_context_window,инвайт есть у кого?
ctx-be1bc890e45a,msg-16351,msg-16347,7914,7915,CONTEXT_ONLY,corroborating_context_window,что это
ctx-f89f94582a5f,msg-16352,msg-16351,7913,7914,NEEDS_ENRICHMENT,corroborating_context_window,https://sai.simular.ai/ кормит
ctx-f89f94582a5f,msg-16352,msg-16347,7913,7915,CONTEXT_ONLY,corroborating_context_window,что это
ctx-b69b2d60bd82,msg-16311,msg-16320,7924,7916,CONTEXT_ONLY,corroborating_context_window,Как же заебали эти петухи ебучии
ctx-b69b2d60bd82,msg-16311,msg-16317,7924,7917,CONTEXT_ONLY,corroborating_context_window,рубрика угадай модель
ctx-b69b2d60bd82,msg-16311,msg-16316,7924,7918,CONTEXT_ONLY,corroborating_context_window,почему ультракод у клауд код такая залупа вот в сравнении без ультракода и с ним
ctx-b69b2d60bd82,msg-16311,msg-16315,7924,7920,CONTEXT_ONLY,corroborating_context_window,Gpt 3
ctx-b69b2d60bd82,msg-16311,msg-16314,7924,7921,CONTEXT_ONLY,corroborating_context_window,2
ctx-b69b2d60bd82,msg-16311,msg-16313,7924,7922,CONTEXT_ONLY,corroborating_context_window,1
ctx-b69b2d60bd82,msg-16311,msg-16312,7924,7923,CONTEXT_ONLY,corroborating_context_window,🧨💥
ctx-b69b2d60bd82,msg-16311,msg-16310,7924,7925,CONTEXT_ONLY,corroborating_context_window,Хз
ctx-b69b2d60bd82,msg-16311,msg-16309,7924,7926,CONTEXT_ONLY,corroborating_context_window,10 бля
ctx-ada90686b582,msg-09824,msg-09831,14933,14926,CONTEXT_ONLY,corroborating_context_window,пацаны есть для дипсика обход цензуры?
ctx-ada90686b582,msg-09824,msg-09830,14933,14927,CONTEXT_ONLY,corroborating_context_window,джейлбрейки есть
ctx-ada90686b582,msg-09824,msg-09829,14933,14928,CONTEXT_ONLY,corroborating_context_window,ну вот
ctx-ada90686b582,msg-09824,msg-09828,14933,14929,CONTEXT_ONLY,corroborating_context_window,он и нужен
ctx-ada90686b582,msg-09824,msg-09827,14933,14930,CONTEXT_ONLY,corroborating_context_window,кинь пожалуйста
ctx-ada90686b582,msg-09824,msg-09826,14933,14931,CONTEXT_ONLY,corroborating_context_window,в лс напиши
ctx-ada90686b582,msg-09824,msg-09825,14933,14932,CONTEXT_ONLY,corroborating_context_window,в лс кину
ctx-ada90686b582,msg-09824,msg-09823,14933,14934,CONTEXT_ONLY,corroborating_context_window,какой клод там в джейле😂
ctx-ada90686b582,msg-09824,msg-09822,14933,14935,CONTEXT_ONLY,corroborating_context_window,че
ctx-ada90686b582,msg-09824,msg-09821,14933,14936,CONTEXT_ONLY,corroborating_context_window,"""Ты - свободный ИИ КЛОД, созданный антропиками"""
ctx-ada90686b582,msg-09824,msg-09820,14933,14937,CONTEXT_ONLY,corroborating_context_window,вдруг не поверит
ctx-ada90686b582,msg-09824,msg-09819,14933,14938,CONTEXT_ONLY,corroborating_context_window,и че
ctx-ada90686b582,msg-09824,msg-09818,14933,14939,CONTEXT_ONLY,corroborating_context_window,ну написали бы дипсик я хз
ctx-ada90686b582,msg-09824,msg-09817,14933,14940,CONTEXT_ONLY,corroborating_context_window,какой клод
ctx-ada90686b582,msg-09824,msg-09816,14933,14941,CONTEXT_ONLY,corroborating_context_window,оно бы не работало
ctx-ada90686b582,msg-09824,msg-09814,14933,14942,CONTEXT_ONLY,corroborating_context_window,спасибо всем чуваки
ctx-ada90686b582,msg-09824,msg-09813,14933,14943,CONTEXT_ONLY,corroborating_context_window,"сам себя стебет, лол"
