lab_message_id,raw_id,route,short_decision,has_reply,entity_count,preview
msg-00059,25693,CONTEXT_ONLY,ATTACH_AS_CORROBORATING_EVIDENCE,False,0,сыллку?
msg-00061,25690,CONTEXT_ONLY,ATTACH_AS_CORROBORATING_EVIDENCE,False,0,тевили
msg-00062,25691,CONTEXT_ONLY,CONTEXT_ONLY,False,0,🥺🥺🥺
msg-00064,25689,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Главное не 76
msg-00065,25688,CONTEXT_ONLY,CONTEXT_ONLY,False,0,я тоже
msg-00067,25686,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я в шорте уже
msg-00069,25683,CONTEXT_ONLY,ATTACH_AS_CORROBORATING_EVIDENCE,False,1,@xoskaz не знаешь?
msg-00072,25680,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Лучше б старлинц разлочили 😁
msg-00073,25679,CONTEXT_ONLY,ATTACH_AS_CORROBORATING_EVIDENCE,False,0,сервис хз
msg-00074,25678,CONTEXT_ONLY,ATTACH_AS_CORROBORATING_EVIDENCE,False,0,я это скопировал просто
msg-00076,25676,CONTEXT_ONLY,CONTEXT_ONLY,False,0,спс за поддержку
msg-00077,25675,CONTEXT_ONLY,CONTEXT_ONLY,False,0,надо посмотреть его канал
msg-00078,25674,CONTEXT_ONLY,CONTEXT_ONLY,False,0,хм
msg-00079,25673,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Поешь идк
msg-00081,25671,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Тупо во всё попал
msg-00085,25667,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Чел гений
msg-00088,25664,CONTEXT_ONLY,CONTEXT_ONLY,False,0,А что было 😃
msg-00094,25658,CONTEXT_ONLY,CONTEXT_ONLY,False,0,красава
msg-00095,25657,CONTEXT_ONLY,CONTEXT_ONLY,False,0,я ему написал
msg-00096,25656,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ну хоть так
msg-00097,25655,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а о
msg-00098,25654,CONTEXT_ONLY,CONTEXT_ONLY,False,0,он повысил
msg-00099,25653,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"понял, нейрогейт тогда"
msg-00103,25647,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ого
msg-00107,25641,CONTEXT_ONLY,CONTEXT_ONLY,False,0,имел ввиду это
msg-00110,25637,CONTEXT_ONLY,CONTEXT_ONLY,False,0,я не сказал что плохо
msg-00111,25636,CONTEXT_ONLY,CONTEXT_ONLY,False,0,не сделаю
msg-00112,25635,CONTEXT_ONLY,CONTEXT_ONLY,False,0,лижи
msg-00113,25634,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Лучше сделай
msg-00114,25633,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Соси
msg-00116,25631,CONTEXT_ONLY,CONTEXT_ONLY,False,0,но да молодец
msg-00117,25630,CONTEXT_ONLY,CONTEXT_ONLY,False,0,мдо 15 фпс
msg-00118,25629,CONTEXT_ONLY,CONTEXT_ONLY,False,0,requests per minute
msg-00119,25628,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Умничка анимировал
msg-00120,25627,CONTEXT_ONLY,CONTEXT_ONLY,False,0,что такое рпи
msg-00121,25626,CONTEXT_ONLY,ATTACH_AS_CORROBORATING_EVIDENCE,False,0,Глянь видео 9 сек
msg-00123,25624,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Все видели уже ?
msg-00124,25623,CONTEXT_ONLY,CONTEXT_ONLY,False,0,должно сразу проходить
msg-00125,25622,CONTEXT_ONLY,CONTEXT_ONLY,False,0,пробуй без r-
msg-00126,25621,CONTEXT_ONLY,CONTEXT_ONLY,False,0,тебя освою щас
msg-00129,25618,CONTEXT_ONLY,CONTEXT_ONLY,False,0,не по видео
msg-00130,25617,CONTEXT_ONLY,CONTEXT_ONLY,False,0,но по другом
msg-00131,25616,CONTEXT_ONLY,CONTEXT_ONLY,False,0,вот это я освоил
msg-00132,25615,CONTEXT_ONLY,CONTEXT_ONLY,False,0,о
msg-00133,25614,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ещё реки
msg-00138,25609,CONTEXT_ONLY,CONTEXT_ONLY,False,0,она тебя убивает
msg-00139,25608,CONTEXT_ONLY,CONTEXT_ONLY,False,0,поняла?
msg-00141,25606,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Реки
msg-00145,25602,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а прошка сильно дорогая
msg-00146,25601,CONTEXT_ONLY,CONTEXT_ONLY,False,0,это пизда
msg-00147,25600,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"а, ну это неюзабельно тогда"
msg-00148,25599,CONTEXT_ONLY,CONTEXT_ONLY,False,0,лайт чек
msg-00149,25596,CONTEXT_ONLY,CONTEXT_ONLY,False,0,10?
msg-00153,25593,CONTEXT_ONLY,CONTEXT_ONLY,False,0,иначе это пиздец)))
msg-00154,25592,CONTEXT_ONLY,CONTEXT_ONLY,False,0,надеюсь это временно))
msg-00155,25591,CONTEXT_ONLY,CONTEXT_ONLY,False,0,еще и рпм 10 стал
msg-00159,25586,CONTEXT_ONLY,CONTEXT_ONLY,False,0,бляяя
msg-00161,25584,CONTEXT_ONLY,CONTEXT_ONLY,False,0,там не поонанируешь
msg-00162,25583,CONTEXT_ONLY,CONTEXT_ONLY,False,0,фу тогда
msg-00163,25582,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а
msg-00164,25581,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ТАК ОН РАССКАЗЫВАЕТ КРИНЖОВО
msg-00165,25580,CONTEXT_ONLY,CONTEXT_ONLY,False,0,задрочу
msg-00168,25577,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ААХАХАХАХАХАА
msg-00175,25569,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ВЕРСИЮ
msg-00176,25568,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ЭТУ
msg-00177,25567,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я ХОЧУ
msg-00178,25566,CONTEXT_ONLY,CONTEXT_ONLY,False,0,АХАХАААХАХХА
msg-00179,25565,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ЭТО ЧТО
msg-00181,25563,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Там ещё переговоры отменили
msg-00182,25562,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а ну или так
msg-00185,25558,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Он уже сказал все
msg-00187,25556,CONTEXT_ONLY,CONTEXT_ONLY,False,0,но ждем пока.
msg-00188,25555,CONTEXT_ONLY,CONTEXT_ONLY,False,0,походу шорт
msg-00194,25549,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Это подарки с Краснодара)
msg-00196,25547,CONTEXT_ONLY,CONTEXT_ONLY,False,0,кайф пенка
msg-00197,25546,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ммммм
msg-00199,25543,CONTEXT_ONLY,CONTEXT_ONLY,False,0,С этим заработало
msg-00200,25542,CONTEXT_ONLY,CONTEXT_ONLY,False,0,типа перепутал
msg-00201,25540,CONTEXT_ONLY,CONTEXT_ONLY,False,0,или типа инцест
msg-00204,25538,CONTEXT_ONLY,CONTEXT_ONLY,False,0,мдорий
msg-00205,25537,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а
msg-00206,25536,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Это я давн
msg-00207,25535,CONTEXT_ONLY,CONTEXT_ONLY,False,0,В слове сын одна о
msg-00209,25533,CONTEXT_ONLY,CONTEXT_ONLY,False,0,я давн
msg-00210,25532,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Мдо
msg-00211,25529,CONTEXT_ONLY,CONTEXT_ONLY,False,0,скоро
msg-00215,25527,CONTEXT_ONLY,CONTEXT_ONLY,False,0,все пон
msg-00216,25526,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ааааааааааааааааааааааааааааааааааааааааааа
msg-00217,25525,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ну я и говорю
msg-00218,25524,CONTEXT_ONLY,CONTEXT_ONLY,False,0,возвращайся скорее домой
msg-00219,25523,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Да
msg-00220,25522,CONTEXT_ONLY,CONTEXT_ONLY,False,0,при тут опенаи
msg-00222,25519,CONTEXT_ONLY,CONTEXT_ONLY,False,0,come home soon
msg-00223,25518,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Текст прочитай ужс
msg-00226,25514,CONTEXT_ONLY,CONTEXT_ONLY,False,0,мдо тыкми
msg-00227,25512,CONTEXT_ONLY,CONTEXT_ONLY,False,0,мдо пикми
msg-00229,25510,CONTEXT_ONLY,CONTEXT_ONLY,False,0,И кружечкой пенного
msg-00230,25508,CONTEXT_ONLY,CONTEXT_ONLY,False,0,В веником то заебись
msg-00231,25507,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Отличное фото! :)
msg-00232,25506,CONTEXT_ONLY,CONTEXT_ONLY,False,0,мб залетит чёт
msg-00233,25505,CONTEXT_ONLY,CONTEXT_ONLY,False,0,пробуй
msg-00234,25504,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а тут жара
msg-00238,25499,NEEDS_ENRICHMENT,CONTEXT_ONLY,False,1,https://github.com/makerspet/oomwoo/
msg-00240,25497,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Отправляйте вентилятор )
msg-00247,25489,CONTEXT_ONLY,CONTEXT_ONLY,False,0,без домогательств
msg-00249,25488,CONTEXT_ONLY,CONTEXT_ONLY,False,0,я просто
msg-00250,25487,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ты ж рассказывал
msg-00251,25486,CONTEXT_ONLY,CONTEXT_ONLY,False,0,та шучу я
msg-00252,25485,CONTEXT_ONLY,CONTEXT_ONLY,False,0,хаахахах
msg-00253,25484,CONTEXT_ONLY,CONTEXT_ONLY,False,0,не
msg-00254,25483,CONTEXT_ONLY,CONTEXT_ONLY,False,0,))))
msg-00256,25481,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а мне артур передал
msg-00257,25480,CONTEXT_ONLY,CONTEXT_ONLY,False,0,братан
msg-00258,25479,CONTEXT_ONLY,CONTEXT_ONLY,False,0,дотянет надеюсь
msg-00259,25478,CONTEXT_ONLY,CONTEXT_ONLY,False,0,будет обидно если не дотянет
msg-00260,25477,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ебануться
msg-00261,25476,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Встал упал
msg-00262,25475,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Так уже 3й день так
msg-00264,25473,CONTEXT_ONLY,CONTEXT_ONLY,False,0,какаяя у вас погода
msg-00267,25470,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Дом у него большой
msg-00268,25469,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Выебон ходячий
msg-00269,25468,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Слышишь ты нахуй
msg-00270,25467,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Кайф лютый
msg-00271,25466,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Да там за 40
msg-00276,25460,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Хаахахах
msg-00277,25459,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Но это пизда конечно
msg-00279,25457,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Географ
msg-00281,25455,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я тоже хахаха
msg-00283,25453,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ну как сказать
msg-00284,25452,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Вы же недалеко
msg-00286,25450,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Хахаха
msg-00288,25448,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Норм у вас там ебашит
msg-00289,25445,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Да
msg-00290,25444,CONTEXT_ONLY,CONTEXT_ONLY,False,0,У батьки?
msg-00293,25443,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ДОМА НАХУЙ
msg-00294,25442,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Не поверишь
msg-00299,25437,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"О, увидел что Дафук написал"
msg-00300,25436,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Наказан
msg-00301,25432,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Хуя
msg-00302,25435,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Как зимой
msg-00303,25434,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ночью +23
msg-00305,25433,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Факт
msg-00306,25430,CONTEXT_ONLY,CONTEXT_ONLY,False,0,жес
msg-00308,25428,CONTEXT_ONLY,CONTEXT_ONLY,False,0,но анлак кнш
msg-00309,25427,CONTEXT_ONLY,CONTEXT_ONLY,False,0,понял
msg-00310,25426,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ааа
msg-00311,25424,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ебать ты
msg-00312,25425,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Что я пропустил
msg-00313,25423,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Падлы
msg-00315,25421,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Первый штраф((((
msg-00316,25420,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Да бля
msg-00317,25416,CONTEXT_ONLY,CONTEXT_ONLY,False,0,я пофармлю
msg-00320,25414,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ема там мало
msg-00322,25413,CONTEXT_ONLY,CONTEXT_ONLY,False,0,аххааахах
msg-00330,25404,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Кажись ещё 1 ресет был
msg-00332,25402,CONTEXT_ONLY,CONTEXT_ONLY,False,0,какое алиби)
msg-00335,25399,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ну там гптшка 5.5 была
msg-00341,25394,CONTEXT_ONLY,CONTEXT_ONLY,False,0,наверное угнал
msg-00346,25388,CONTEXT_ONLY,CONTEXT_ONLY,False,0,слабо
msg-00350,25384,CONTEXT_ONLY,CONTEXT_ONLY,False,0,дадада
msg-00351,25383,CONTEXT_ONLY,CONTEXT_ONLY,False,0,дом
msg-00352,25382,CONTEXT_ONLY,CONTEXT_ONLY,False,0,беда. берем кодекс?
msg-00355,25380,CONTEXT_ONLY,CONTEXT_ONLY,False,0,держи братан
msg-00356,25379,CONTEXT_ONLY,CONTEXT_ONLY,False,0,🎣
msg-00358,25375,CONTEXT_ONLY,CONTEXT_ONLY,False,0,r-api юзай
msg-00359,25376,CONTEXT_ONLY,CONTEXT_ONLY,False,0,дайте удочку
msg-00360,25374,CONTEXT_ONLY,CONTEXT_ONLY,False,0,В чате чел был
msg-00364,25370,CONTEXT_ONLY,CONTEXT_ONLY,False,1,@storelzt чекни личку
msg-00365,25369,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Так это не Дэвид делал)
msg-00367,25368,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"О, найс"
msg-00372,25362,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Усыновили)
msg-00374,25360,CONTEXT_ONLY,CONTEXT_ONLY,False,0,аааа
msg-00376,25358,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Тоже интересно
msg-00378,25356,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Вроде так
msg-00381,25353,CONTEXT_ONLY,ATTACH_AS_CORROBORATING_EVIDENCE,False,0,r-api?
msg-00382,25352,CONTEXT_ONLY,CONTEXT_ONLY,False,0,маски шоу?
msg-00384,25350,CONTEXT_ONLY,CONTEXT_ONLY,False,0,+кеши работает зашибись
msg-00385,25348,CONTEXT_ONLY,ATTACH_AS_CORROBORATING_EVIDENCE,False,0,Не отвечает 5.5
msg-00389,25344,CONTEXT_ONLY,CONTEXT_ONLY,False,0,хватаем пока дают
msg-00390,25343,CONTEXT_ONLY,CONTEXT_ONLY,False,0,лимитированное издание
msg-00394,25339,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ебать красиво сравнил
msg-00395,25335,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Удочкой гвозди забивал
msg-00397,25334,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Еблан чистой воды
msg-00401,25332,CONTEXT_ONLY,CONTEXT_ONLY,False,0,У меня ночью 31 аххаха
msg-00403,25329,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Да да
msg-00404,25324,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Вот это кайф
msg-00406,25328,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Просто пиздец еблан
msg-00407,25322,CONTEXT_ONLY,CONTEXT_ONLY,False,0,А то пизда
msg-00408,25327,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Да причем тут оправдывать
msg-00415,25317,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Пиздец
msg-00417,25315,CONTEXT_ONLY,CONTEXT_ONLY,False,0,гений блять
msg-00418,25314,CONTEXT_ONLY,CONTEXT_ONLY,False,0,бля
msg-00419,25313,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Аххахахаза
msg-00420,25312,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Да да
msg-00421,25311,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Слив обуча дэвида?
msg-00424,25308,CONTEXT_ONLY,CONTEXT_ONLY,False,0,А что случилось?
msg-00426,25306,CONTEXT_ONLY,CONTEXT_ONLY,False,0,За психопатию ?
msg-00429,25301,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Жить жить
msg-00438,25294,CONTEXT_ONLY,CONTEXT_ONLY,False,0,обесценил весь обуч..
msg-00439,25293,CONTEXT_ONLY,CONTEXT_ONLY,False,0,АХВХВХАХАХАХАХАХВАХАХА
msg-00441,25291,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Во ебло сука
msg-00442,25290,CONTEXT_ONLY,CONTEXT_ONLY,False,0,А тут 60 Бачей
msg-00448,25281,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я несколько дней 😂
msg-00451,25282,CONTEXT_ONLY,CONTEXT_ONLY,False,0,понял
msg-00452,25280,CONTEXT_ONLY,CONTEXT_ONLY,False,0,У меня 23 ощущается как дождь
msg-00453,25279,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"Чо, девид сватает???"
msg-00456,25274,CONTEXT_ONLY,CONTEXT_ONLY,False,0,лан все соси
msg-00462,25268,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Я ебал
msg-00464,25266,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Завтра 36
msg-00465,25264,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Вчера под 40
msg-00466,25263,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ну сегодня+37
msg-00467,25262,CONTEXT_ONLY,CONTEXT_ONLY,False,0,40
msg-00468,25261,CONTEXT_ONLY,CONTEXT_ONLY,False,0,ой
msg-00469,25260,CONTEXT_ONLY,CONTEXT_ONLY,False,0,а у тебя че 30?
msg-00470,25259,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Аххаха
msg-00472,25257,CONTEXT_ONLY,CONTEXT_ONLY,False,0,у мя +30
msg-00473,25256,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Просто чет уебался
msg-00474,25255,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Не
msg-00475,25254,CONTEXT_ONLY,ATTACH_AS_CORROBORATING_EVIDENCE,False,0,Или индус)
msg-00477,25253,CONTEXT_ONLY,CONTEXT_ONLY,False,0,У тебя тоже +40?
msg-00481,25248,CONTEXT_ONLY,CONTEXT_ONLY,False,0,дайте совет
msg-00483,25245,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Празднуем
msg-00484,25244,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Лс?
msg-00488,25239,CONTEXT_ONLY,CONTEXT_ONLY,False,0,короче китайцы как всегда 😄
msg-00491,25236,CONTEXT_ONLY,CONTEXT_ONLY,False,0,В даркнете барыжат))
msg-00493,25234,CONTEXT_ONLY,ATTACH_AS_CORROBORATING_EVIDENCE,False,0,Детали есть?
msg-00494,25233,CONTEXT_ONLY,CONTEXT_ONLY,False,0,гигакодер вернул планы
msg-00500,25227,CONTEXT_ONLY,CONTEXT_ONLY,False,0,АХАХАХАХАХАХАХХАХАХАХАХАХАХАХАХАХ
msg-00509,25217,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Уже лонгуем?
msg-00511,25214,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Муся ты куда 🥲
msg-00512,25213,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Лунокулы подфармлю
msg-00513,25212,CONTEXT_ONLY,CONTEXT_ONLY,False,0,откуда?))
msg-00515,25209,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Конечно же
msg-00516,25208,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Он народный
msg-00520,25203,CONTEXT_ONLY,CONTEXT_ONLY,False,0,хз в аэропорт
msg-00521,25202,CONTEXT_ONLY,CONTEXT_ONLY,False,0,такси в мск только
msg-00525,25198,CONTEXT_ONLY,CONTEXT_ONLY,False,0,давай распишу
msg-00526,25197,CONTEXT_ONLY,CONTEXT_ONLY,False,0,таак
msg-00531,25192,CONTEXT_ONLY,CONTEXT_ONLY,False,0,АЪАЪАЪААХАХАХАХХ
msg-00534,25189,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Просто смотри
msg-00535,25188,CONTEXT_ONLY,CONTEXT_ONLY,False,0,обуч сливал
msg-00536,25187,CONTEXT_ONLY,CONTEXT_ONLY,False,0,просвятите
msg-00539,25184,CONTEXT_ONLY,CONTEXT_ONLY,False,0,это блин логично
msg-00549,25174,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Это ещё без вычета налогов)
msg-00550,25172,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Есть куча сборок-сайтов
msg-00552,25171,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Это я уже знаю)))
msg-00554,25169,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Бб даун
msg-00557,25164,CONTEXT_ONLY,CONTEXT_ONLY,False,0,лол да
msg-00559,25165,CONTEXT_ONLY,CONTEXT_ONLY,False,0,А его за че
msg-00560,25162,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Во вторых прочитай
msg-00561,25163,CONTEXT_ONLY,CONTEXT_ONLY,False,0,В 21м пускали
msg-00562,25161,CONTEXT_ONLY,CONTEXT_ONLY,False,0,.
msg-00563,25160,CONTEXT_ONLY,CONTEXT_ONLY,False,0,.
msg-00566,25157,CONTEXT_ONLY,CONTEXT_ONLY,False,0,"Ахаха, шо там происходит)))"
msg-00567,25156,CONTEXT_ONLY,CONTEXT_ONLY,False,0,2 к это премьер
msg-00569,25154,CONTEXT_ONLY,CONTEXT_ONLY,False,0,эконом от касаря
msg-00570,25153,CONTEXT_ONLY,CONTEXT_ONLY,False,0,??
msg-00573,25150,CONTEXT_ONLY,CONTEXT_ONLY,False,0,.
msg-00575,25148,CONTEXT_ONLY,CONTEXT_ONLY,False,0,это еще не высокий спрос
msg-00576,25146,CONTEXT_ONLY,CONTEXT_ONLY,False,0,.
msg-00577,25144,CONTEXT_ONLY,CONTEXT_ONLY,False,0,это обычка
msg-00578,25145,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Визави его )
msg-00581,25141,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Ахахазхахахахахахахаха
msg-00582,25140,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Это Александр?
msg-00583,25139,CONTEXT_ONLY,CONTEXT_ONLY,False,0,А причем здесь тюрьма )
msg-00585,25137,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Доигрался
msg-00587,25135,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Эахахахахаххаха
msg-00589,25133,NEEDS_ENRICHMENT,CONTEXT_ONLY,False,1,https://telegra.ph/Promt-dlya-otklyucheniya-cenzury-DipSik-05-25
msg-00590,25132,CONTEXT_ONLY,ATTACH_AS_CORROBORATING_EVIDENCE,False,0,пасиба
msg-00591,25131,CONTEXT_ONLY,CONTEXT_ONLY,False,0,кидай )
msg-00592,25130,CONTEXT_ONLY,CONTEXT_ONLY,False,0,Че
msg-00594,25127,CONTEXT_ONLY,ATTACH_AS_CORROBORATING_EVIDENCE,False,0,даб
